сквозь,15,0.013492606
тумане,15,0.013492606
г,15,0.013492606
матери,15,0.013492606
сделали,15,0.013492606
такого,15,0.013492606
оттого,15,0.013492606
взяв,15,0.013492606
поскакал,15,0.013492606
мнение,15,0.013492606
австрийский,15,0.013492606
княжне,15,0.013492606
последние,15,0.013492606
раненых,15,0.013492606
рядом,15,0.013492606
узнал,15,0.013492606
велено,15,0.013492606
поцеловал,15,0.013492606
какие,15,0.013492606
шагами,15,0.013492606
вслед,15,0.013492606
фланга,15,0.013492606
нашей,15,0.013492606
билибина,15,0.013492606
поход,15,0.013492606
тобой,15,0.013492606
сказали,15,0.013492606
сама,15,0.013492606
чуть,15,0.013492606
серьезно,15,0.013492606
высоко,15,0.013492606
тело,15,0.013492606
выше,15,0.013492606
хуже,15,0.013492606
кровь,15,0.013492606
видал,15,0.013492606
страха,15,0.013492606
упал,15,0.013492606
смотреть,15,0.013492606
мои,15,0.013492606
поднял,15,0.013492606
пожал,15,0.013492606
обе,15,0.013492606
одном,15,0.013492606
ami,15,0.013492606
движением,15,0.013492606
спрашивал,15,0.013492606
видела,14,0.0125931
вместо,14,0.0125931
die,14,0.0125931
шагом,14,0.0125931
план,14,0.0125931
faire,14,0.0125931
роты,14,0.0125931
самом,14,0.0125931
самое,14,0.0125931
слушал,14,0.0125931
ii,14,0.0125931
ответил,14,0.0125931
обыкновенно,14,0.0125931
час,14,0.0125931
москве,14,0.0125931
императору,14,0.0125931
чему,14,0.0125931
столько,14,0.0125931
четыре,14,0.0125931
рассказал,14,0.0125931
утром,14,0.0125931
понимал,14,0.0125931
кабинета,14,0.0125931
голубчик,14,0.0125931
последнее,14,0.0125931
ласково,14,0.0125931
можете,14,0.0125931
духе,14,0.0125931
французские,14,0.0125931
верхом,14,0.0125931
лицу,14,0.0125931
свиты,14,0.0125931
удовольствием,14,0.0125931
стараясь,14,0.0125931
par,14,0.0125931
слава,14,0.0125931
немного,14,0.0125931
страшно,14,0.0125931
вейротера,14,0.0125931
ногами,14,0.0125931
заговорил,14,0.0125931
могло,14,0.0125931
телянин,14,0.0125931
дал,14,0.0125931
конце,14,0.0125931
никак,14,0.0125931
пять,14,0.0125931
notre,14,0.0125931
вставая,14,0.0125931
faut,14,0.0125931
известие,14,0.0125931
делалось,14,0.0125931
жене,14,0.0125931
началось,14,0.0125931
дама,14,0.0125931
невозможно,14,0.0125931
старого,14,0.0125931
брата,14,0.0125931
мир,14,0.0125931
смотрела,14,0.0125931
большие,14,0.0125931
орудий,14,0.0125931
стыдно,14,0.0125931
обо,14,0.0125931
громко,14,0.0125931
отцом,14,0.0125931
борису,14,0.0125931
довольно,13,0.011693591
тумана,13,0.011693591
фронте,13,0.011693591
графини,13,0.011693591
прошли,13,0.011693591
скажет,13,0.011693591
cela,13,0.011693591
стала,13,0.011693591
suis,13,0.011693591
самой,13,0.011693591
женщин,13,0.011693591
случае,13,0.011693591
окна,13,0.011693591
виде,13,0.011693591
тысяч,13,0.011693591
шаг,13,0.011693591
рука,13,0.011693591
история,13,0.011693591
вейротер,13,0.011693591
княжну,13,0.011693591
долохова,13,0.011693591
одному,13,0.011693591
прекрасно,13,0.011693591
иначе,13,0.011693591
столом,13,0.011693591
lui,13,0.011693591
бутылку,13,0.011693591
etes,13,0.011693591
желание,13,0.011693591
etre,13,0.011693591
велел,13,0.011693591
хочешь,13,0.011693591
другому,13,0.011693591
держал,13,0.011693591
испытывал,13,0.011693591
показался,13,0.011693591
менее,13,0.011693591
бога,13,0.011693591
великого,13,0.011693591
говорите,13,0.011693591
жюли,13,0.011693591
сделаю,13,0.011693591
анну,13,0.011693591
анне,13,0.011693591
princesse,13,0.011693591
guerre,13,0.011693591
отдал,13,0.011693591
начальника,13,0.011693591
неловко,13,0.011693591
министра,13,0.011693591
лицах,13,0.011693591
николая,13,0.011693591
вспомнил,13,0.011693591
изредка,13,0.011693591
виноват,13,0.011693591
самому,13,0.011693591
решительно,13,0.011693591
испуганно,13,0.011693591
вошла,13,0.011693591
неужели,13,0.011693591
фигура,13,0.011693591
посмотрите,13,0.011693591
лиц,13,0.011693591
прошу,13,0.011693591
показать,13,0.011693591
разговора,13,0.011693591
большим,13,0.011693591
фланг,13,0.011693591
кресло,13,0.011693591
дети,13,0.011693591
sont,13,0.011693591
жестом,13,0.011693591
нашего,13,0.011693591
ваша,13,0.011693591
никому,13,0.011693591
платок,13,0.011693591
огромный,13,0.011693591
одни,13,0.011693591
взглянула,13,0.011693591
михайловны,13,0.011693591
мака,12,0.0107940845
annette,12,0.0107940845
благородие,12,0.0107940845
разных,12,0.0107940845
ею,12,0.0107940845
пехоты,12,0.0107940845
вене,12,0.0107940845
дорогой,12,0.0107940845
человеку,12,0.0107940845
грустно,12,0.0107940845
ca,12,0.0107940845
послал,12,0.0107940845
людям,12,0.0107940845
толстый,12,0.0107940845
значительно,12,0.0107940845
общество,12,0.0107940845
образом,12,0.0107940845
поля,12,0.0107940845
никакого,12,0.0107940845
chez,12,0.0107940845
ils,12,0.0107940845
адъютанты,12,0.0107940845
снова,12,0.0107940845
представить,12,0.0107940845
война,12,0.0107940845
любви,12,0.0107940845
ранен,12,0.0107940845
атаковать,12,0.0107940845
года,12,0.0107940845
каждом,12,0.0107940845
адъютантов,12,0.0107940845
jamais,12,0.0107940845
душе,12,0.0107940845
души,12,0.0107940845
душа,12,0.0107940845
просто,12,0.0107940845
стороне,12,0.0107940845
французский,12,0.0107940845
русски,12,0.0107940845
новые,12,0.0107940845
смеха,12,0.0107940845
ночи,12,0.0107940845
молчал,12,0.0107940845
отошел,12,0.0107940845
императоров,12,0.0107940845
весьма,12,0.0107940845
думаете,12,0.0107940845
француз,12,0.0107940845
благодарю,12,0.0107940845
должны,12,0.0107940845
поднимая,12,0.0107940845
sur,12,0.0107940845
хорош,12,0.0107940845
офицеру,12,0.0107940845
думать,12,0.0107940845
рысью,12,0.0107940845
презрительно,12,0.0107940845
большого,12,0.0107940845
мужа,12,0.0107940845
вполне,12,0.0107940845
батареи,12,0.0107940845
дым,12,0.0107940845
дороги,12,0.0107940845
ради,12,0.0107940845
чувством,12,0.0107940845
приятно,12,0.0107940845
радости,12,0.0107940845
вашего,12,0.0107940845
жены,12,0.0107940845
жена,12,0.0107940845
среди,12,0.0107940845
затем,12,0.0107940845
пари,12,0.0107940845
словами,12,0.0107940845
avez,12,0.0107940845
деревню,12,0.0107940845
оглядывая,12,0.0107940845
лоб,12,0.0107940845
пушки,12,0.0107940845
ходил,12,0.0107940845
мою,12,0.0107940845
стояла,12,0.0107940845
ног,12,0.0107940845
петя,12,0.0107940845
старшая,12,0.0107940845
военный,12,0.0107940845
будем,12,0.0107940845
3,11,0.009894578
ces,11,0.009894578
левого,11,0.009894578
неприятно,11,0.009894578
выстрел,11,0.009894578
ю,11,0.009894578
dit,11,0.009894578
самые,11,0.009894578
10,11,0.009894578
писал,11,0.009894578
ура,11,0.009894578
пехота,11,0.009894578
графом,11,0.009894578
сделала,11,0.009894578
показалось,11,0.009894578
дурно,11,0.009894578
боялся,11,0.009894578
французами,11,0.009894578
атака,11,0.009894578
тушину,11,0.009894578
двигались,11,0.009894578
показывая,11,0.009894578
получил,11,0.009894578
михайловной,11,0.009894578
остановиться,11,0.009894578
доктора,11,0.009894578
bonne,11,0.009894578
войны,11,0.009894578
горе,11,0.009894578
забыл,11,0.009894578
случилось,11,0.009894578
приказания,11,0.009894578
наполеона,11,0.009894578
эскадрона,11,0.009894578
честь,11,0.009894578
сильнее,11,0.009894578
жеркова,11,0.009894578
казался,11,0.009894578
желания,11,0.009894578
пошла,11,0.009894578
стрелять,11,0.009894578
ont,11,0.009894578
